,별점,내용,작성일,공감,비공감
231,1,도태된102030한녀페미들만빨아대는저급한영화.돈주고절대보지마세요.영화관가서보기아까움.,2020.10.28,9,3
232,1,이 시국에 영화관을 ....???,2020.10.26,9,3
233,1,하라는 영어는 안하고 페미질,2020.10.25,9,3
234,10,매력적이었다. 배우들은 물론이고 연출이 집중하게 만들었다,2020.10.29,10,4
235,4,어제 봤습니다평점이 높아서 기대했는데알바가 많은 것 같네요..비현실적인 스토리여서 몰입이 잘 안 됐고시간만 버린 느낌...,2020.10.25,10,4
236,1,역대급 노잼 시간아까비..,2020.10.25,10,4
237,10,제목이 다가 아니네요~ 스토리와 연기가 훌륭하고잼어요 ㅎㅎ,2020.10.29,11,5
238,10,"영화 진짜 잘만들었네,, 엄마랑 봤는데 둘다 재밌다고ㅋㅋㅋ",2020.10.21,11,5
239,10,요즘본영화중에제일재밌었다 너무너무재밌었고얼마나많은생각이들던지,2020.11.03,12,6
240,8,재미있었지만 억지로 끼워맞춘것도 있었음,2020.10.27,12,6
241,10,배우들의 매력을 잘 살린 영화 같아요!,2020.10.24,12,6
242,10,생각지 못한 고퀄영화재밌게 날카로운 시대영화,2020.10.21,12,6
243,8,요즘 뭔가팡하고 터지는영화가없어서 기대를1도안하고봐서 그런가. 생각보다재밋엇음ㅎㅎ,2020.10.21,12,6
244,10,기대안하고봤는데 진지하면서도 코믹해서 남자친구랑 넘 재밌게 봤어용 ㅎㅎ 시간가는 줄 몰랐네요,2020.10.29,13,7
245,10,"90년대 배경, 톡톡 튀는 세 배우들 덕분에 즐거운 시간이었습니다.",2020.10.25,13,7
246,10,옛 추억도 생각나고 재미 있었어요 ㅎㅎ,2020.10.22,13,7
247,10,보람이도 람보도 귀여웡ㅋ,2020.10.22,13,7
248,10,,2020.10.22,13,7
249,8,삶에 정답은 없지만 남에게 해를 끼치고 살지않았으면..,2020.10.21,14,8
250,10,생각지도 못한 수작이ㅋㅋㅋ 개봉 하자마자 보길 잘한거 같아요ㅋㅋ,2020.10.21,14,8
251,6,,2020.10.27,15,9
252,10,코로나19로 지친 올해 2020년 최고의 영화가 될 듯3명의 여주의 캐미가 돋보이고 무엇보다 1995년 시대를 디테일하게 잘표현하고 연출이 돋보입니다. 나름 재미와 반전 모두 갖춘 듯!!,2020.10.21,15,9
253,10,재밌게 잘 봤음 이건 진짜 입소문 제대로 탈 듯 ㅋㅋ,2020.10.22,16,10
254,10,생각보다 더 재밌었던 영화! 굿굿!,2020.10.21,17,11
255,10,영상미가 연출이 연기자들의 연기와 편집 구성 모두 다 좋았습니다,2020.10.23,19,13
256,7,그냥 볼만해요. 약간 오글거릴 때가 있어요,2020.10.22,26,20
257,6,"영화의 서사가 다소 개연성이 떨어져서 몰입감이 덜했으나, 오래간만에 접해보는 95년의 분위기는 나름대로 감동적^^",2020.11.12,5,0
258,5,"흥미로울 수 있었을 뻔했던 소재를 낭비한 예. 네이버 평균평점 믿지 마세요. 망작까진 아니지만, 성의가 부족한 각본에 시종일관 진부하고 유치합니다. 요즘에도 평점 알바가 이리 많다니, 정말 실망스러워요.",2020.11.02,5,0
259,1,이런 평점 처음쓰는데 올해에 제일 재미없는 영화였어요 고아성 박혜수 연기는 너무 오글거려서 영화보다가 도망치고 싶을 정도 였네요..,2020.11.01,5,0
260,3,"기대를 너무 많이했나보다. 개연성이나 반전이 많이 떨어졌다... 주인공들의 캐릭터성이나 주제는 나쁘지 않았는데 용두사미 같은느낌이랄까.내부고발이나 회사의 비리를 다루는 영화의 경우 엄청난 무게감을 가지고 가거나, 아...",2020.10.27,5,0
261,6,그냥 킬링타임용인듯 막 뛰어나게 좋다 감동이다 이런건없음,2020.10.26,5,0
262,4,기대했는데 재미도 없고 지루하고 웃기지도 않고 졸다가 나왔어요~ 시간이 아까웠어요,2020.10.25,5,0
263,4,스토리도 억지에 오글거리는 멘트에...  특히 막판엔 너무 유치해서 듣고있는것도 부끄러워지더라.,2020.10.25,5,0
264,6,솔직히 평점믿고 친구 꼬셔서 보러갔는데 진짜 재미없어서 실망했습니다그래서 중간에 나갈까했는데 그래 좀만 기다려보자 하고 끝까지 봤는데도 불구하고 너무너무 .. 지루한 영화였습니다 ..ㅋㅋ....,2020.10.24,5,0
265,2,돈내기보기는 아까움... 요즘 볼 영화 너무 없네,2020.11.09,6,1
266,10,잔잔하게 흘러가지만 임팩트있음,2020.11.07,6,1
267,1,내용은 건전한데 너무~~~지루합니다,2020.11.01,6,1
268,1,결국 버티지못하고 나와버림 너무 지루하네요,2020.11.01,6,1
269,1,뭐가 재밌다는 건지? 별 1개도 아깝습니다.,2020.10.30,6,1
270,1,진짜 재미없다.. 영어 연기도 오그라들고 반전도 없다.. 요즘은 알바를 이렇게 많이 쓰나? 밑에까지 내려도 10점이길래 한 번 봤는데 역시 광고 떡칠하는 영화는 다 이유가 있음 이솜 예쁘다 영화는 유치원생 영화같음,2020.10.27,6,1
271,1,이건 또 무슨 반기업 영화냐????,2020.10.26,6,1
272,1,인크레더블버거 세트 사먹는게 이득,2020.10.26,6,1
273,2,평이 너무 좋아서 기대했는데 솔직히 저는 너무 밋밋하고 뻔해서 지루했어요.,2020.10.25,6,1
274,1,내용이 너무 노골적이네요 재미 없습니다,2020.10.23,6,1
275,10,재밌음 ㅋㅋ 옛날감성 그리고 통쾌함?,2020.10.21,6,1
276,10,고아성 너무 러블리함여주인공 세 명의 느낌이 약간 네이버 웹툰 아홉수우리들 주인공 세 명이랑 비슷함.전개가 답답하지 않아서 좋았음. 근데 제목의 영어토익반의 활약은 후반부 부터 나옴. 제목이 다른 거였으면 더 어울렸...,2020.10.21,6,1
277,10,재미 감동 메세지 다 잡았네,2020.10.21,6,1
278,10,이런 상업영화는 언제나 환영ㅋㅋ 박혜수 왜 이렇게 귀욥냐,2020.10.21,6,1
279,1,진짜 쌉노잼입니다. 제가 돈 주고 봤던 영화 중에서 가장 재미없었던 영화입니다.,2020.11.08,7,2
280,1,너무너무 뻔한 내용에 뻔한 클리셰‘여자’ 주인공들이받는 엄청난 차별말도안되는 내용으로 떡칠한 후반부이게 진짜 재밌냐? 이게 재밌으면 영화 뭘봐도 재밌겠다부럽네,2020.11.02,7,2
281,4,영화로 사회를 배우는 어설픈 자들이나 좋다고 난리. 못난이 삼인방의 고군분투기.,2020.10.26,7,2
282,2,평점 높길래 봤는데 .... 이게 왜 9점대인지 이해불가 ㅠ 개봉하는 영화가 없어서 그런가보다..,2020.10.26,7,2
283,1,최악 그자체 돈주고 보기에 3류 영화같음,2020.10.25,7,2
284,4,"스토리는 괜찮았으나 억지 웃음, 억지 감동을 유발하는 오글거리는 요소가 너무 많았습니다.썁썁년이라는 유행어를 만드려는건지.. 재미도 없는데 계속 썁썁거려서 너무 오글거렸어요.",2020.10.25,7,2
285,1,이딴 망한 영화를 보다니 경찰에신고해야겠다,2020.10.24,7,2
286,6,그냥저냥..티비에서 다시하면다시보진 않을듯..,2020.10.24,7,2
287,10,"어제 시사회로 관람~ 90년대 배경.패션,유행어 등 보는 재미도 있었고 감동도 있어요~ 오랜만에 좋은 또 보고 싶은 영화에요~^^",2020.10.21,7,2
288,10,삼진직원들 너무 멋져 최고야,2020.10.21,7,2
289,10,삼진그룹 영어토익반 대박예감,2020.10.21,7,2
290,10,재밌었습니다 연기도 스토리도ㅎㅎ,2020.10.21,7,2
291,10,긴장감 있고 통쾌하네용!,2020.10.21,7,2
292,10,근래 본 영화 중 최고~~,2020.10.21,7,2
293,10,세배우들의 작품 보는 안목은 너무나도 탁월하다.,2020.10.21,7,2
294,10,그때의 시대상을 무겁지 않게 잘 풀어서 보여준 듯~,2020.10.21,7,2
295,1,평점  처음남겨보네요 그냥 재미가 없어요 웃음도 안나오고 감동도 하나도없고 보고서 여자친구랑 싸웠네요 하 ..,2020.11.09,8,3
296,10,스토리와 배우들의 연기가 좋았습니다,2020.11.06,8,3
297,1,"코로나로 인해 관객이 줄고, 그에 따라 실 평점 리뷰가 별로 없다보니,아예 평점 리뷰를 알바가 장악하는구나...에휴...",2020.10.26,8,3
298,1,코로나라서 극장 살리기 중인지아님 알바들의 일자리 창출 중인지영화 평점을 좋게 주는 이유를 모르겠네요가짜 평점들보며 영화 고르기 참 힘드네요아무리 개인 차라고는 하지만 같이 극장에서본 사람들다 이게 왜 9점이 넘어 ...,2020.10.26,8,3
299,1,걸스캔두애니띵~~~,2020.10.26,8,3
300,8,"스토리가 좀더 탄탄했으면 좋았겠지만 나쁘지않았어요ㅎㅎ 연기, 캐릭터, 영상 모두 다 좋았습니다~ 영화관에서 보고와도 후회안할 영화에요~",2020.10.21,8,3
301,10,보면서 주인공들과 같이 성장하는 영화,2020.11.05,9,4
302,1,이걸대체 무슨생각으로 10점을 누르지;,2020.10.26,9,4
303,10,오 진짜 재밌었어요!!!배우들 연기도 완전 좋고 스토리도 의외의 반전?! 그리고 쓸데없는 씨제이 감성 없어서 좋았어요 ㅋㅋㅋ 요즘 볼영화 없었는데 이 영화 추천합니다!!,2020.10.21,9,4
304,10,내용도 좋고 배우들의 연기  또 배우간 케미도 좋았습니다또 복고풍 의사미나 화장 스타일 보는 재미도 쏠쏠함,2020.10.21,9,4
305,10,"뻔하지 않고 요즘 편히 볼 수 있는 영화같습니다.주연배우 뿐만 아니라 조,단역까지 알차고 케미가 돋보여요! 근래 영화 중에서 강추합니다!",2020.10.21,9,4
306,10,"고아성, 이솜, 박혜수 등 다들 캐릭터들을 완벽하게 소화해낸ㅋㅋㅋ 90년대의 다양한 모습들을 보여준 것도 넘 마음에 들었던 영화ㅋㅋ",2020.10.21,9,4
307,10,이런 매력적인 영화는 언제나 환영^^,2020.10.21,9,4
308,10,너무 재밌게 잘 봤습니다!,2020.10.21,9,4
309,10,재밌게 봤음 이솜연기 좋음. 고아성 순간스치는 눈빛 좋고,2020.10.28,10,5
310,10,매우 재미있었습니다 !,2020.10.26,10,5
311,9,연기들도 좋은 배우들이 즐거움을 주었네요영화 재미있게 잘 봤습니다,2020.10.25,10,5
312,1,여기 댓글 알바들 투성이네요. 처음으로 영화관에서 잤습니다.,2020.10.23,10,5
313,10,간만에 재밌고 감동적인영화였습니다^^,2020.10.26,11,6
314,10,나도 내 커리어를 위해 열심히 일해야겠다는ㅎㅎㅎ,2020.10.21,11,6
315,10,상큼발랄하고 재밌어요 ~,2020.10.24,12,7
316,1,아무리 좌파 영화판이라지만 이젠 하다하다 페미니즘으로 삼성까지 까내리네 ㅋㅋ 이쯤되면 한국 영화계 자체가 정치선동집단 아니냐? 문재인 정권하에 한국영화 보지맙시다! 진짜 개토악질 나옴 ㅋㅋ,2020.10.23,12,7
317,10,"사회적 의미도 있고, 캐릭터도 생생하고, 끝까지 흥미를 놓지 않게 해준다",2020.10.22,12,7
318,10,내돈주고 보기 안아까움! 오랜만에 상영내내 울고 웃음 한국 영화,2020.10.27,13,8
319,10,간만에 재밌고 유머와 감동있는 영화였어요 추천해요!!,2020.10.26,13,8
320,10,개인적으로 올해 개봉한 영화들 중 제일 재밌게 봄,2020.10.21,13,8
321,10,아캔두잇 유캔두잇 위캔두잇!!,2020.10.26,14,9
322,10,너무 재밌게 보았어요.뭔가 활기를 준 느낌? 꼭 다들 보셨으면 해요~!,2020.10.25,14,9
323,10,유쾌한 90년대 추억공감 감성영화~,2020.10.22,14,9
324,10,"가장 낮은 곳의 보이지 않았던 노동자들이 세상을 바꿔 나가는 모습을 응원하게 되었습니다. 세상 모든 곳에 아직도 살아 숨 쉬고 있는 자영, 유나, 보람이들 화이팅!!",2020.10.26,15,10
325,10,가볍게봤는데 생각보다 재밌다!,2020.10.23,16,11
326,10,이시국에 오랜만에 재미있는 영화봤어요 :) 엄마 아빠랑 같이 봤는데 엄마가 너무 좋아하시더라구요세명의 배우들 모두 연기가 좋구요나오는 배우님들 다 멋있었습니다!,2020.10.24,17,12
327,1,별로 재미 없습니다.,2020.11.07,4,0
328,1,예상되는 스토리 반전없는 뻔한 결말과 전개ㄴㅈ,2020.11.06,4,0
329,5,나만재미없게 봤나?회사스토리가 나올줄 알았는데..왠 추리물..사원들이 뭔 탐정이야 형사야?일은 안하고...말이 안되는 연출에 계속 몰입방해되서중간에 나올뻔...,2020.11.03,4,0
330,1,솔직히 앞부분은 좀 괜찮았는데 뒤로갈수록 너무 오글거려서 못봤네요 원래 스토리 자체가 재밌지가 않아서 억지로 재밌게 하려고 악역들이 과장시키는게 보이고... 제 주변 몇안되는 관객들도 끝나고 그렇게 좋은 반응은 아니...,2020.11.03,4,0
331,4,"너무 뻔하고 어렸을 때 봤던 파워레인저를 다시 보는듯한 권선징악이 또렷한 영화였다.이솜, 박혜수 두 분 모두 너무 좋아하는 배우라 영화푯값이 아깝지는 않았지만 영화를 보는 내내 시간이 아깝다는 생각은 떨칠 수가 없었...",2020.11.03,4,0
332,1,핵노잼 핵노잼 핵노잼.      답이 없다 ㅗㅗㅗ,2020.11.02,4,0
333,1,평점보고 봤는데 대실망..,2020.11.02,4,0
334,1,웬만하면 영화 평점 안 남기는데... 너무 재미 없고 돈 아까워서 굳이 굳이 찾아와 남깁니다... 어머니와 영화 보러 갈 땐 항상 그 시간이 귀중해서 마음이 열려 있기에 웬만해선 재밌다 평하는데도 이 영화는 어머니께...,2020.11.02,4,0
335,1,역시나 최악의영화~~~,2020.11.02,4,0
336,1,머 다 알바인가 이런 쓰레기같은 영화를 돈주고봤다는게 어이가없다다 쓰레기같은데 결말에서는 그냥 손발이 너무오그라들어서 잘라버리고싶었다 내가 다 창피하네,2020.11.02,4,0
337,1,보기 쉽지않은 평점 9점대 영화길래 혹해서 봤는데 영화보다가 잠들 뻔 한 적은 처음입니다. 다음 장면이 알아서 그려지는 정말 뻔한 전개에 보기 민망할 정도의 억지감동 연출과 몇몇 꾸밈있는 걸크러쉬 장면이 손발이 오그...,2020.11.02,4,0
338,1,기생충이라는 명작이 나오는 시대에 이런 영화가 나오다니.대중의 수준을 얼마나 얕봐야 이딴 영화를 만들수있는지.,2020.11.02,4,0
339,2,"와 진짜 단한번을 안웃고, 개연성도 떨어지고,.., 평점에 속아서 보고 왔는데SKT VIP 무료로 봤는데도, 주차비 1500원이 아까웠던 영화.",2020.11.02,4,0
340,1,귀찮아서 평점 안남길려고 했는데 평점 아르바이트 대단하다!!,2020.11.02,4,0
341,1,커플모임이라 8명이 봄 하나같이 재미없다고함심지어 나랑 내 여친은 보다가 잠듬,2020.11.02,4,0
342,2,,2020.11.02,4,0
343,2,생각보다 별로입니다 개연성도 부족하고,2020.11.02,4,0
344,1,평점 어이가 없네.  뻔함 지루 오글,2020.11.01,4,0
345,1,"진정한 평점을 확인하고 싶은 자 고개들어 남녀 평점 차를 보라, 결단코 예외는 없을지니.",2020.11.01,4,0
346,1,정체성 없는 영화다  이게 평점이 저리 높은게 충격이다,2020.11.01,4,0
347,1,코로나 사태 때문에 거의 1년만에 간 영화관... 스토리 라인은 응답하라 시리즈보다 부실함 그리고 영화관에서 단 한번의 웃음조차 나오지 않았음... 실화기반으로 억지스러운 스토리 전개... 돈과 시간이 모두 아까웠음...,2020.11.01,4,0
348,1,일본드라마 쇼무니 표절이네,2020.11.01,4,0
349,1,오글거려서 눈감고봤습니다..,2020.11.01,4,0
350,1,아이캔두잇만  생각나는 본전 생각나는 한국 영화정말 재미없다,2020.11.01,4,0
351,1,잠 잘잤어요.. 뻔한전개,2020.11.01,4,0
352,1,노잼.. 시간이 아까웠다,2020.10.30,4,0
353,1,좆노잼 말도 안됨 중간에 차에서 내려서 얘기하는 씬에서 실소가...,2020.10.30,4,0
354,1,wlsWK dhfgo qhs dudghk wnd chlrhbbb whdakfwhdakf Ekd dPQh!!,2020.10.27,4,0
355,2,그냥 좌파영화인데요? 안티 미국 안티 일본 안티 대기업 안티 남자 영화네요~ 그럼 ㅅㄱ,2020.10.25,4,0
356,4,연기도 잘하고 영화도 지루하지 않았지만 그것만으로 높은점수를 주기에 살짝 아쉬웠던 영화,2020.10.25,4,0
357,1,이영화가 왜그렇게 순위가 높구 재밌다고 했는지도저히 이해가 안되네요 최근본 영화중에 제일 재미없는 영화였습니다클레멘타인 이후 명작정도,2020.11.10,5,1
358,2,개노잼개노잼개노잼개노잼,2020.11.09,5,1
359,5,애국심에 평점 5를 줍니다. 대한민국 영화를 좋아하고 잘 되길 항상 응원하는 사람 중 한 명입니다. 상업영화도 주저하지 않고 많이 봐왔지만;; 이 정도로 심각한 건 처음 느끼네요.. 평점 9점대라니.. 좋아하는 배우...,2020.11.09,5,1
360,2,일본B급영화느낌.평점 왜 좋은지 모르겠으나 후반 갈수록 지루.정의감넘치는 주인공들과 비현실적 전개.B급 특유의 억지 눈물짜내기.억지 공감. 유치함 가득한 B급 영화.돈내고 볼 정도 아니었다싶음제일 좋았던건 이솜의 연...,2020.11.09,5,1
